CASES	LEFT	NODE	RIGHT	TRANSLATION	INCLUSION	TRANSLATION_NODE	CXN_ENG	CXN_IDN	TRANSLATION_POS	VOICE_ENG	VOICE_IDN	CLAUSE_TYPE_ENG	FINITENESS_ENG	ROLE_ENG_THIEF	SYN_ENG_THIEF	LEX_ENG_THIEF	ANIMACY_ENG_THIEF	ROLE_ENG_TARGET	SYN_ENG_TARGET	LEX_ENG_TARGET	TYPE_ENG_TARGET	ANIMACY_ENG_TARGET	ROLE_ENG_GOODS	LEX_ENG_GOODS	ANIMACY_ENG_GOODS	SYN_ENG_GOODS	ROLE_IDN_THIEF	SYN_IDN_THIEF	LEX_IDN_THIEF	ANIMACY_IDN_THIEF	ROLE_IDN_TARGET	SYN_IDN_TARGET	LEX_IDN_TARGET	TYPE_IDN_TARGET	ANIMACY_IDN_TARGET	ROLE_IDN_GOODS	LEX_IDN_GOODS	ANIMACY_IDN_GOODS	SYN_IDN_GOODS	N_WORD_ENG	N_WORD_IDN
142	That's two women who	robbed	me. Where is she?	Berarti dua wanita yang merampokku.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj_in_RelCl	women	animate	TRUE	direct_object	me	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj_in_RelCl	wanita	animate	TRUE	encliticised_direct_object	-ku	victim	animate	FALSE	NA	NA	NA	10	5
147	Emergency announcement: The 6 criminals who	robbed	nova bank were involved in a standoff with police and arrested. 2 were killed.	Pengumuman Darurat, 6 penjahat yang merampok Bank Nova terlibat dalam pertikaian dengan polisi dan ditangkap. 2 tewas.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj_in_RelCl	criminals	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj_in_RelCl	penjahat	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	21	17
151	We're like kids	robbed	of our own country.	Kita seperti anak-anak dirampok negara kita sendiri.	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	FALSE	NA	NA	NA	TRUE	passive_subject	kids	victim	animate	TRUE	country	inanimate	PP_complement	TRUE	NA	negara	inanimate	TRUE	passive_subject	anak-anak	victim	animate	FALSE	NA	NA	NA	9	7
152	Or because he just got	robbed	of two million dollars at gunpoint.	Atau karena ia baru saja dirampok dua juta dolar di bawah todongan senjata.	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	FALSE	NA	NA	NA	TRUE	passive_subject	he	victim	animate	TRUE	N dollars	inanimate	PP_complement	FALSE	NA	NA	NA	TRUE	passive_subject	ia	victim	animate	TRUE	N dollars	inanimate	oblique	12	13
156	Something Sonia Bern kept in the bank that was	robbed	over the weekend.	Sesuatu Sonia Bern disimpan di bank yang dirampok selama akhir pekan.	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	FALSE	NA	NA	NA	TRUE	passive_subject	bank	source	inanimate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	passive_subject	bank	source	inanimate	FALSE	NA	NA	NA	13	11
157	Then you should've thought about that before you	robbed	people!	Seharusnya kau memikirkan itu sebelum kau merampok orang lain!	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	people	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	orang	victim	animate	FALSE	NA	NA	NA	11	9
158	A jewelry factory was	robbed	Repeated rumors live shots	Sebuah pabrik perhiasan dirampok rumor berulang hidup tembakan	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	FALSE	NA	NA	NA	TRUE	passive_subject	factory	source	inanimate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	passive_subject	pabrik	source	inanimate	FALSE	NA	NA	NA	9	8
159	Some coincidence, I mean, you asking to have your party here, and Hunt getting	robbed	right next door and by the same guy who rescued us at the warehouse.	Sungguh kebetulan, Maksudku, kau minta pestanya diadakan di sini. Dan Hunt dirampok tepat di seberang kita oleh orang yang sama yang menyelamatkan kita.	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	TRUE	passive_AGENT	guy	animate	TRUE	passive_subject	Hunt	victim	animate	FALSE	NA	NA	NA	TRUE	passive_AGENT	orang	animate	TRUE	passive_subject	Hunt	victim	animate	FALSE	NA	NA	NA	29	23
162	Somebody done	robbed	that bank before we robbed it.	Ada orang yang merampok bank itu sebelum kami merampoknya.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	somebody	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	orang	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	9	9
167	"""""""- I"""	robbed	the Bank of England.	"""""""- Aku yang mencuri Bank Inggris."""	NA	mencuri	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	6	5
170	I did get	robbed	the other day.	Aku juga hampir dirampok beberapa hari lalu.	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	FALSE	NA	NA	NA	TRUE	passive_subject	I	victim	animate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	passive_subject	aku	victim	animate	FALSE	NA	NA	NA	7	7
173	Fucking	robbed	the store for sixty some odd dollars.	Merampok toko demi 60 dolar.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	FALSE	NA	NA	NA	TRUE	direct_object	store	source	inanimate	TRUE	N dollars	inanimate	PP_complement	FALSE	NA	NA	NA	TRUE	direct_object	toko	source	inanimate	TRUE	N dollars	inanimate	PP_complement	9	5
174	She thought they had just	robbed	the store.	Dia kira mereka perampok toko itu.	NA	perampok	TARGET-OBJ	NOM-MODIFIER	noun	AV	NOMINAL	declarative	TRUE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	store	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mereka	animate	TRUE	nominal_modifier	toko	source	inanimate	FALSE	NA	NA	NA	8	6
176	They	robbed	the vault.	Mereka merampok lemari besi.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	vault	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mereka	animate	TRUE	direct_object	lemari besi	source	inanimate	FALSE	NA	NA	NA	4	4
177	All I know is Briggs	robbed	the wrong store.	Yang kutahu adalah Briggs merampok toko yang salah.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	Briggs	animate	TRUE	direct_object	store	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	Briggs	animate	TRUE	direct_object	toko	source	inanimate	FALSE	NA	NA	NA	9	8
178	He	robbed	them banks because he liked it.	Dia merampok bank karena dia menyukainya.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	he	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	dia	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	8	6
179	"""""""- You"""	robbed	Tres Cruces?	Kau merampok Tres Cruces ?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	Tres Cruces	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	Tres Cruces	source	inanimate	FALSE	NA	NA	NA	4	4
181	During which time the Ex-Presidents... have	robbed	two more banks!	Selama itu Mantan Presiden... merampok dua bank lagi!	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	Ex-Presidents	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mantan presiden	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	10	8
184	Once everyone knows that Jesse Pinkman drug lord, can be	robbed	with impunity.	"""Sekali orang dengar """"Jesse Pinkman Dewa Drugs, bisa dirampok dengan leluasa."""""""	NA	dirampok	TARGET-SUBJ-PASS	TARGET-SUBJ-PASS	verb	PASS	PASS	declarative	TRUE	FALSE	NA	NA	NA	TRUE	passive_subject	Jesse Pinkman	victim	animate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	passive_subject	Jesse Pinkman	victim	animate	FALSE	NA	NA	NA	13	11
187	I never	robbed	you!	Tapi aku tidak pernah merampokmu!	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	you	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	encliticised_direct_object	-mu	victim	animate	FALSE	NA	NA	NA	4	5
192	I'll tell you who	robbed	your bookies.	Akan kuberitahu siapa yang merampok rumah taruhan kalian.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	FALSE	NA	NA	NA	TRUE	direct_object	bookies	source	inanimate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	direct_object	rumah taruhan	source	inanimate	FALSE	NA	NA	NA	8	8
195	And out of everyone you could have picked to	rob	, you pick me.	Dan dari ke semua orang itu, kau merampokku.	NA	merampok	INTR	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	you	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	encliticised_direct_object	-ku	victim	animate	FALSE	NA	NA	NA	13	8
197	Now who here has a bank they would like us to	rob	?	Siapa pemilik bank di sini yang banknya ingin kami rampok?	NA	rampok	TARGET-OBJ	TARGET-SUBJ-PASS	verb	AV	OV	interrogative	FALSE	TRUE	AV_gr_subj_in_SubCl	us	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	OV_logical_subj	kami	animate	TRUE	OV_gr_subj	bank	source	inanimate	FALSE	NA	NA	NA	12	10
198	Is there any more good places we can	rob	?	Apa ada tempat yang lebih baik kami dapat merampok?	NA	merampok	TARGET-OBJ	TARGET-SUBJ-PASS	verb	AV	OV	interrogative	TRUE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	place	source	inanimate	FALSE	NA	NA	NA	TRUE	OV_logical_subj	kami	animate	TRUE	OV_gr_subj	tempat	source	inanimate	FALSE	NA	NA	NA	9	9
199	Why did you	rob	? Tell me?	Kenapa kau merampok?	NA	merampok	INTR	INTR	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	you	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	6	3
200	I saw you holding a gun and ready to	rob	.	Aku lihat kau pegang senjata dan sedia merampok.	NA	merampok	INTR	INTR	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	you	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	10	8
202	Typical stop and	rob	.	Perampokan yang khas, berhenti dan merampok.	NA	merampok	NOMINAL	NOMINAL	verb	NOMINAL	AV	declarative	FALSE	FALSE	NA	NA	NA	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	4	6
206	"""""""- You want to"""	rob	'em?	Kau ingin merampok mereka?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	'em	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	mereka	victim	animate	FALSE	NA	NA	NA	5	4
208	If we got pistols, we can	rob	~	Jika adalah pistol masih bisa digunakan 'tuk merampok	NA	merampok	INTR	INTR	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	we	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	7	8
211	Should we	rob	a bank or a supermarket? Bullshit.	Haruskah kita merampok bank atau supermarket?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	bank_or_supermarket	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kita	animate	TRUE	direct_object	bank_atau_supermarket	source	inanimate	FALSE	NA	NA	NA	9	6
214	"""""""Give a man a gun and he can"""	rob	"""a bank, but give a man a bank, and he can rob the world."""""""	"""""""Berikan seorang pria senjata maka ia bisa merampok sebuah bank, tapi memberikan seorang pria bank, maka dia bisa merampok seisi dunia."""""""	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	he	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	ia	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	23	21
215	If you're gonna	rob	a bank, Frankie... You fucking go in, you empty the tills, then you run out, you fucking drive like fuck.	Jika kau merampok bank, Frankie... kau masuk kesana, kau kuras brankasnya, lalu kau melarikan diri dan menyetir seperti kesetanan.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	25	19
216	If I'm going to	rob	a bank, I'm going to do it properly.	Jika saya akan merampok bank, Saya akan melakukannya dengan benar.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	saya	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	15	10
217	Holy crap, what, did you	rob	a bank?	Astaga, apa kau merampok bank?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	8	5
218	What did you two,	rob	a bank?	Apa pekerjaan kalian, merampok bank?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	NA	kalian	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	7	5
220	Why would a brilliant structural engineer	rob	a bank?	Mengapa sarjana pembangunan yg pintar merampok bank?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	engineer	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj_in_RelCl	sarjana	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	9	7
224	"""""""I could"""	rob	a bank.	"""""""Saya bisa merampok bank."""	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	saya	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	5	4
225	What I'd like to know is how you	rob	a bank... without opening any doors.	Yang aku ingin tahu bagaimana kamu bisa merampok bank... tanpa membuka pintu.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kamu	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	16	12
226	It's kind of fuck up to	rob	a blind guy, isn't it?	Kita mencuri di rumah orang buta?	NA	mencuri	TARGET-OBJ	INTR	verb	AV	AV	declarative	FALSE	FALSE	NA	NA	NA	TRUE	direct_object	guy	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kita	animate	TRUE	possessive_determiner	orang	victim	animate	FALSE	NA	NA	NA	14	6
227	The truck, it was just used to	rob	a blood bank.	Truknya, Baru saja dipakai untuk mencuri di Bank Darah.	NA	mencuri	TARGET-OBJ	INTR	verb	AV	AV	declarative	FALSE	FALSE	NA	NA	NA	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	pp_complement	bank	source	inanimate	FALSE	NA	NA	NA	11	9
229	I traveled all the way across the country to	rob	a goddamn charity?	Aku berjalan mengelilingi kota untuk merampok badan amal?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	charity	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	direct_object	badan amal	source	inanimate	FALSE	NA	NA	NA	13	8
230	Don't	rob	a motherfucking bank without a motherfucking mask.	Jangan merampok bank, sialaan tanpa masker, sialan	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	imperative	FALSE	FALSE	NA	NA	NA	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	10	7
233	Well, generally I	rob	balconies.	Nah, biasanya aku merampok balkon.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	balconies	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	direct_object	balkon	source	inanimate	FALSE	NA	NA	NA	5	5
235	I don't	rob	banks.	Aku tidak merampok bank.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	5	4
236	So you	rob	banks. That's impressive. What?	Jadi... .. Anda merampok bank.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	Anda	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	8	4
238	I spent spent many years learning how to	rob	from magicians.	Aku menghabiskan bertahun-tahun belajar cara mencuri dari penyihir.	NA	mencuri	INTR	INTR	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	I	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	FALSE	NA	NA	NA	NA	FALSE	NA	NA	NA	11	8
240	"""""""- We"""	rob	her advantage.	"""""""- Kami merampok keuntungan-nya."""	NA	merampok	GOODS-OBJ	GOODS-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	we	animate	TRUE	possessive_determiner	her	victim	animate	TRUE	advantage	inanimate	direct_object	TRUE	AV_gr_subj	kami	animate	TRUE	possessive_determiner	-nya	victim	animate	TRUE	keuntungan	inanimate	direct_object	4	3
242	Why don't we break into his home,	rob	"""him, and murder him?"""""""	"""Mengapa kita tidak masuk ke nya rumah, merampok dia, dan membunuhnya? """""""	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	him	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kita	animate	TRUE	direct_object	dia	victim	animate	FALSE	NA	NA	NA	13	11
244	He's afraid a thief will	rob	his house.	Dia adalah ketakutan satu pencuri akan merampok rumah nya.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	thief	animate	TRUE	direct_object	house	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	pencuri	animate	TRUE	direct_object	rumah	source	inanimate	FALSE	NA	NA	NA	9	9
247	They're all looking to	rob	me blind 24 hours a day.	Mereka mencoba merampok ku selama 24 jam dalam sehari.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	me	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mereka	animate	TRUE	encliticised_direct_object	-ku	victim	animate	FALSE	NA	NA	NA	12	9
248	You could	rob	me blind.	Kau bisa merampokku habis-habisan.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	me	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	encliticised_direct_object	-ku	victim	animate	FALSE	NA	NA	NA	5	4
249	You are trying to	rob	me blind.	Kau mencoba merampokku?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	me	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	encliticised_direct_object	-ku	victim	animate	FALSE	NA	NA	NA	7	3
250	So not only do they	rob	me of the Fields Medal, now they put me on the cover of Fortune magazine... with these hacks, these scholars of trivia.	Jadi tidak hanya mereka merampokku dari Bidang Medali, sekarang mereka menempatkanku pada sampul majalah Fortune... bersama para penulis sewaan ini, para sarjana yang sepele.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	me	victim	animate	TRUE	Fields Medal	inanimate	PP_complement	TRUE	AV_gr_subj	mereka	animate	TRUE	encliticised_direct_object	-ku	victim	animate	TRUE	Bidang Medali	inanimate	PP_complement	28	24
251	You can	rob	me you can starve me, you can beat me, and you can kill me just don't bore me.	Kau bisa merampokku membuatku lapar, memukulku, dan membunuhku tapi jangan membuatku bosan.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	me	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	encliticised_direct_object	-ku	victim	animate	FALSE	NA	NA	NA	22	12
259	We don't	rob	people.	Kami tidak merampok orang.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	people	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kami	animate	TRUE	direct_object	orang	victim	animate	FALSE	NA	NA	NA	5	4
260	We are gonna break into saint D's and	rob	Popper.	Mari kita istirahat di Santa D dan mencuri Popper,	NA	mencuri	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	Popper	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kita	animate	TRUE	direct_object	Popper	source	inanimate	FALSE	NA	NA	NA	11	9
264	Close to El Paso is a town, Santa Cruz. Tomorrow Blackey, Chico, Paco... you, amigo will	rob	the bank in Santa Cruz.	Besok, Blackie, Chico, Paco... dan kau, kawan... akan merampok Bank di Santa Cruz.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	22	13
265	I'll	rob	the bank with you.	Aku akan merampok bank denganmu.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	7	5
266	Why don't you	rob	the bank?	Kenapa kau tak merampok Bank saja?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	7	6
267	I said they didn't	rob	the bank.	Aku bilang mereka tidak merampok bank.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mereka	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	8	6
268	No one told you to go	rob	the blockbuster.	Tak ada yang menyuruhmu merampok blockbuster.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj_in_SubCl	you	animate	TRUE	direct_object	blockbuster	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj_in_SubCl	-mu	animate	TRUE	direct_object	blockbuster	source	inanimate	FALSE	NA	NA	NA	9	6
271	You're planning to	rob	the casino, Jack.	Kamu berencana merampok kasino ini, Jack.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	casino	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kamu	animate	TRUE	direct_object	kasino	source	inanimate	FALSE	NA	NA	NA	8	6
273	Or I'll go down the street and	rob	the goddamned pharmacy.	Atau aku akan pergi ke jalanan dan merampok apotek.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	pharmacy	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	direct_object	apotek	source	inanimate	FALSE	NA	NA	NA	12	9
275	General Eiling, why were you trying to	rob	the gold reserve?	Jendral Eiling, mengapa kau merampok Gold Reserve?	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	interrogative	FALSE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	gold reserve	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	Gold Reserve	source	inanimate	FALSE	NA	NA	NA	11	7
